tradingDate,open,high,low,close,volume
2023-01-30,19.95,20.14,19.15,19.16,488611150.0
2023-01-31,19.17,19.69,18.95,19.54,498017000.0
2023-02-01,19.69,21.19,19.61,20.94,660477040.0
2023-02-02,21.0,21.95,20.7,21.71,564276000.0
2023-02-03,21.0,21.74,20.79,21.1,429366000.0
2023-02-06,20.81,21.57,20.79,21.09,452197090.0
2023-02-07,21.38,22.26,21.15,22.17,664150000.0
2023-02-08,22.39,22.88,22.01,22.21,559651220.0
2023-02-09,22.61,23.02,22.12,22.34,523876000.0
2023-02-10,21.69,22.08,20.81,21.27,550737000.0
2023-02-13,21.54,22.05,20.96,21.79,474919000.0
2023-02-14,21.58,23.05,21.37,22.97,675474000.0
2023-02-15,22.55,22.86,22.11,22.76,421188260.0
2023-02-16,22.13,22.55,21.93,22.0,412026280.0
2023-02-17,21.63,21.74,20.98,21.39,465888000.0
2023-02-21,21.0,21.49,20.62,20.66,410015000.0
2023-02-22,20.71,21.1,20.42,20.75,513184320.0
2023-02-23,23.44,23.89,23.03,23.66,1117995410.0
2023-02-24,23.23,23.47,22.95,23.29,589716000.0
2023-02-27,23.67,23.88,23.45,23.5,452994000.0
2023-02-28,23.37,23.83,23.21,23.22,455963000.0
2023-03-01,23.19,23.26,22.51,22.7,460026000.0
2023-03-02,22.49,23.38,22.43,23.31,390074650.0
2023-03-03,23.32,23.9,23.13,23.89,412393300.0
2023-03-06,23.89,24.25,23.49,23.55,437429230.0
2023-03-07,23.6,24.13,23.24,23.29,515154000.0
2023-03-08,23.49,24.2,23.42,24.18,513573390.0
2023-03-09,24.18,24.45,23.38,23.44,501257000.0
2023-03-10,23.41,23.63,22.73,22.97,474866000.0
2023-03-13,22.75,23.3,22.3,22.97,421890320.0
2023-03-14,23.5,24.22,23.46,24.06,474910130.0
2023-03-15,23.76,24.29,23.36,24.23,524486000.0
2023-03-16,24.03,25.59,23.89,25.54,584946260.0
2023-03-17,25.98,26.4,25.67,25.73,848547000.0
2023-03-20,25.62,26.02,25.13,25.9,432747190.0
2023-03-21,26.18,26.39,25.38,26.2,547408000.0
2023-03-22,26.43,27.59,26.24,26.47,797295110.0
2023-03-23,27.12,27.5,26.69,27.19,564889000.0
2023-03-24,27.03,27.17,26.36,26.78,455414070.0
2023-03-27,26.84,27.0,26.37,26.53,361026000.0
2023-03-28,26.45,26.51,25.85,26.41,356104000.0
2023-03-29,26.83,27.08,26.6,26.98,393694000.0
2023-03-30,27.23,27.5,27.1,27.38,364516000.0
2023-03-31,27.14,27.83,27.11,27.78,433933000.0
2023-04-03,27.51,28.0,27.34,27.97,398716000.0
2023-04-04,27.97,28.0,27.31,27.45,368592000.0
2023-04-05,26.83,27.0,26.4,26.88,515015000.0
2023-04-06,26.58,27.08,26.43,27.04,397654340.0
2023-04-10,26.82,27.62,26.67,27.58,395279000.0
2023-04-11,27.72,27.79,27.13,27.17,314378170.0
2023-04-12,27.37,27.47,26.45,26.5,446259000.0
2023-04-13,26.73,26.89,26.33,26.46,353615280.0
2023-04-14,26.5,26.88,26.22,26.76,395660130.0
2023-04-17,26.57,27.01,26.43,27.0,321471300.0
2023-04-18,27.53,28.11,27.36,27.67,604812000.0
2023-04-19,27.36,28.0,27.23,27.93,358660410.0
2023-04-20,27.67,28.03,27.0,27.1,427713260.0
2023-04-21,26.95,27.18,26.72,27.12,345103000.0
2023-04-24,27.01,27.37,26.67,27.04,339282000.0
2023-04-25,27.08,27.25,26.23,26.24,378527160.0
