tradingDate,open,high,low,close,volume
2023-01-30,74.23,74.64,72.4,72.45,48105243.0
2023-01-31,72.26,75.2,72.03,75.15,71376607.0
2023-02-01,78.47,85.48,77.88,84.64,152548240.0
2023-02-02,84.29,88.9388,83.2,88.31,97762091.0
2023-02-03,86.655,88.8014,85.83,86.09,66469818.0
2023-02-06,84.63,86.28,83.224,83.68,53008890.0
2023-02-07,84.32,86.25,82.52,85.91,65291914.0
2023-02-08,85.88,88.0,84.54,84.69,54140448.0
2023-02-09,85.88,86.67,82.76,83.21,46525397.0
2023-02-10,82.29,82.71,80.47,81.48,49332598.0
2023-02-13,81.57,84.15,80.9,83.13,45400008.0
2023-02-14,82.7,86.185,81.7672,85.95,55979653.0
2023-02-15,85.1,85.89,83.32,85.18,46483152.0
2023-02-16,82.98,83.35,80.05,80.08,57755166.0
2023-02-17,79.6,79.6498,77.37,78.5,47803102.0
2023-02-21,77.15,78.455,76.45,76.77,44045643.0
2023-02-22,76.93,78.1299,75.9201,76.61,50286804.0
2023-02-23,80.63,81.79,77.965,79.75,76391342.0
2023-02-24,77.75,78.81,76.94,78.09,46700007.0
2023-02-27,79.64,80.12,78.53,78.77,45617297.0
2023-02-28,77.872,80.14,77.42,78.58,44220135.0
2023-03-01,78.55,80.2869,77.8813,78.29,44265984.0
2023-03-02,77.57,80.92,76.65,80.44,60185875.0
2023-03-03,80.4,81.63,79.34,81.52,54536217.0
2023-03-06,82.03,83.2986,81.04,81.16,54541281.0
2023-03-07,81.07,84.85,80.665,82.11,70959009.0
2023-03-08,82.79,85.77,82.28,85.37,69529838.0
2023-03-09,85.29,87.81,83.59,84.03,79496691.0
2023-03-10,84.47,85.45,81.63,82.67,70273562.0
2023-03-13,81.39,83.83,78.515,82.01,65269120.0
2023-03-14,83.67,88.3,83.59,87.45,66616320.0
2023-03-15,86.77,90.42,86.215,89.68,86149424.0
2023-03-16,89.72,96.69,89.02,96.6,115939649.0
